DateTimeKey,Available Capacity Incl Non Comm Units,Available_Capacity_Incl_Non_Comm_Units_Incl_Total_RE,Residual Demand,RSA Contracted Demand
2026-01-26 20:00:00,34553.194000000003,36463.194000000003,23154.187999999998,25064.388999999999
2026-01-26 21:00:00,34462.356,36101.356,22124.309000000001,23763.549999999999
2026-01-26 22:00:00,34160.442000000003,35599.442000000003,20721.648000000001,22160.751
2026-01-26 23:00:00,34134.892,35612.892,19667.389999999999,21145.727999999999
2026-01-27 00:00:00,33672.478000000003,35102.478000000003,19007.5,20437.285
2026-01-27 01:00:00,34084.199999999997,35420.199999999997,18546.954000000002,19882.59
2026-01-27 02:00:00,35043.968000000001,36219.968000000001,18565.813999999998,19742.103999999999
2026-01-27 03:00:00,34609.523000000001,35627.523000000001,18996.438999999998,20014.377
2026-01-27 04:00:00,33972.767999999996,34919.767999999996,20289.498,21236.614000000001
2026-01-27 05:00:00,33299.285000000003,34223.285000000003,22755.646000000001,23679.429
2026-01-27 06:00:00,33108.572,34039.572,22804.794000000002,23736.059000000001
2026-01-27 07:00:00,34239,35915,20413.179,22089.097000000002
2026-01-27 08:00:00,34359.303,36775.303,20118.009999999998,22533.576000000001
2026-01-27 09:00:00,34233.125,37202.125,19563.284,22531.84
2026-01-27 10:00:00,34049.156000000003,37297.156000000003,19331.949000000001,22580.422999999999
2026-01-27 11:00:00,34298.966,37790.966,19215.631000000001,22707.469000000001
2026-01-27 12:00:00,34803.779999999999,38372.779999999999,19355.817999999999,22924.596000000001
2026-01-27 13:00:00,35254.839,38991.839,19729.337,23466.400000000001
2026-01-27 14:00:00,35290.517999999996,38979.517999999996,19849.103999999999,23537.704000000002
2026-01-27 15:00:00,35047.656999999999,38836.656999999999,20472.628000000001,24261.310000000001
2026-01-27 16:00:00,35085.404000000002,38551.404000000002,21282.499,24748.082999999999
2026-01-27 17:00:00,35128.086000000003,38272.086000000003,22295.579000000002,25439.127
2026-01-27 18:00:00,34952.894999999997,37629.894999999997,23171.894,25849.259999999998
2026-01-27 19:00:00,34753.014999999999,37110.014999999999,24283.486000000001,26640.186000000002
2026-01-27 20:00:00,34777.661,36937.661,23598.698,25758.720000000001
2026-01-27 21:00:00,34720.841999999997,36599.841999999997,22563.875,24442.456999999999
2026-01-27 22:00:00,34797.612000000001,36288.612000000001,21296.937000000002,22788.206999999999
2026-01-27 23:00:00,34968.572,36411.572,20215.569,21658.975999999999
2026-01-28 00:00:00,35004.362999999998,36328.362999999998,19629.288,20952.914000000001
2026-01-28 01:00:00,34870.262000000002,36213.262000000002,19118.300999999999,20460.873
2026-01-28 02:00:00,34660.118999999999,36049.118999999999,18897.258000000002,20285.896000000001
2026-01-28 03:00:00,34683.260000000002,36100.260000000002,19023.549999999999,20440.841
2026-01-28 04:00:00,34907.663999999997,36171.663999999997,20396.310000000001,21660.678
2026-01-28 05:00:00,34323.925000000003,35367.925000000003,22514.510999999999,23558.776000000002
2026-01-28 06:00:00,34172.883999999998,35366.883999999998,22731.977999999999,23926.215
2026-01-28 07:00:00,34971.095000000001,36882.095000000001,20276.182000000001,22187.231
2026-01-28 08:00:00,35089.345999999998,37630.345999999998,19942.133999999998,22482.66
2026-01-28 09:00:00,34898.029000000002,37870.029000000002,19700.294999999998,22672.722000000002
2026-01-28 10:00:00,34810.214999999997,37996.214999999997,19363.521000000001,22549.539000000001
2026-01-28 11:00:00,34822.277999999998,38204.277999999998,19497.337,22879.571
2026-01-28 12:00:00,34751.419999999998,38200.419999999998,19511.994999999999,22961.416000000001
2026-01-28 13:00:00,34636.510999999999,38187.510999999999,19560.414000000001,23110.983
2026-01-28 14:00:00,34637.105000000003,38250.105000000003,19885.011999999999,23497.675999999999
2026-01-28 15:00:00,34465.714999999997,37965.714999999997,20558.562000000002,24059.041000000001
2026-01-28 16:00:00,34413.122000000003,37794.122000000003,21048.972000000002,24429.594000000001
2026-01-28 17:00:00,34595.224999999999,37846.224999999999,21616.062000000002,24867.398000000001
2026-01-28 18:00:00,34962.385999999999,38074.385999999999,22153.833999999999,25265.714
2026-01-28 19:00:00,35152.296000000002,37644.296000000002,23376.34,25868.745999999999
2026-01-28 20:00:00,34737.599999999999,36995.599999999999,22517.189999999999,24775.416000000001
2026-01-28 21:00:00,34552.188000000002,36731.188000000002,21417.641,23596.687999999998
2026-01-28 22:00:00,34317.336000000003,36123.336000000003,20486.664000000001,22293.032999999999
2026-01-28 23:00:00,34891.169999999998,36414.169999999998,19575.188999999998,21098.131000000001
2026-01-29 00:00:00,,,,
2026-01-29 01:00:00,,,,
2026-01-29 02:00:00,,,,
2026-01-29 03:00:00,,,,
2026-01-29 04:00:00,,,,
2026-01-29 05:00:00,,,,
2026-01-29 06:00:00,,,,
2026-01-29 07:00:00,,,,
2026-01-29 08:00:00,,,,
2026-01-29 09:00:00,,,,
2026-01-29 10:00:00,,,,
2026-01-29 11:00:00,,,,
2026-01-29 12:00:00,,,,
2026-01-29 13:00:00,,,,
2026-01-29 14:00:00,,,,
2026-01-29 15:00:00,,,,
2026-01-29 16:00:00,,,,
2026-01-29 17:00:00,,,,
2026-01-29 18:00:00,,,,
2026-01-29 19:00:00,,,,
2026-01-29 20:00:00,,,,
2026-01-29 21:00:00,,,,
2026-01-29 22:00:00,,,,
2026-01-29 23:00:00,,,,
2026-01-30 00:00:00,,,,
2026-01-30 01:00:00,,,,
2026-01-30 02:00:00,,,,
2026-01-30 03:00:00,,,,
2026-01-30 04:00:00,,,,
2026-01-30 05:00:00,,,,
2026-01-30 06:00:00,,,,
2026-01-30 07:00:00,,,,
2026-01-30 08:00:00,,,,
2026-01-30 09:00:00,,,,
2026-01-30 10:00:00,,,,
2026-01-30 11:00:00,,,,
2026-01-30 12:00:00,,,,
2026-01-30 13:00:00,,,,
2026-01-30 14:00:00,,,,
2026-01-30 15:00:00,,,,
2026-01-30 16:00:00,,,,
2026-01-30 17:00:00,,,,
2026-01-30 18:00:00,,,,
2026-01-30 19:00:00,,,,
2026-01-30 20:00:00,,,,
2026-01-30 21:00:00,,,,
2026-01-30 22:00:00,,,,
2026-01-30 23:00:00,,,,
2026-01-31 00:00:00,,,,
2026-01-31 01:00:00,,,,
2026-01-31 02:00:00,,,,
2026-01-31 03:00:00,,,,
2026-01-31 04:00:00,,,,
2026-01-31 05:00:00,,,,
2026-01-31 06:00:00,,,,
2026-01-31 07:00:00,,,,
2026-01-31 08:00:00,,,,
2026-01-31 09:00:00,,,,
2026-01-31 10:00:00,,,,
2026-01-31 11:00:00,,,,
2026-01-31 12:00:00,,,,
2026-01-31 13:00:00,,,,
2026-01-31 14:00:00,,,,
2026-01-31 15:00:00,,,,
2026-01-31 16:00:00,,,,
2026-01-31 17:00:00,,,,
2026-01-31 18:00:00,,,,
2026-01-31 19:00:00,,,,
2026-01-31 20:00:00,,,,
2026-01-31 21:00:00,,,,
2026-01-31 22:00:00,,,,
2026-01-31 23:00:00,,,,
2026-02-01 00:00:00,,,,
2026-02-01 01:00:00,,,,
2026-02-01 02:00:00,,,,
2026-02-01 03:00:00,,,,
2026-02-01 04:00:00,,,,
2026-02-01 05:00:00,,,,
2026-02-01 06:00:00,,,,
2026-02-01 07:00:00,,,,
2026-02-01 08:00:00,,,,
2026-02-01 09:00:00,,,,
2026-02-01 10:00:00,,,,
2026-02-01 11:00:00,,,,
2026-02-01 12:00:00,,,,
2026-02-01 13:00:00,,,,
2026-02-01 14:00:00,,,,
2026-02-01 15:00:00,,,,
2026-02-01 16:00:00,,,,
2026-02-01 17:00:00,,,,
2026-02-01 18:00:00,,,,
2026-02-01 19:00:00,,,,
2026-02-01 20:00:00,,,,
2026-02-01 21:00:00,,,,
2026-02-01 22:00:00,,,,
2026-02-01 23:00:00,,,,
2026-02-02 00:00:00,,,,
2026-02-02 01:00:00,,,,
2026-02-02 02:00:00,,,,
2026-02-02 03:00:00,,,,
2026-02-02 04:00:00,,,,
2026-02-02 05:00:00,,,,
2026-02-02 06:00:00,,,,
2026-02-02 07:00:00,,,,
2026-02-02 08:00:00,,,,
2026-02-02 09:00:00,,,,
2026-02-02 10:00:00,,,,
2026-02-02 11:00:00,,,,
2026-02-02 12:00:00,,,,
2026-02-02 13:00:00,,,,
2026-02-02 14:00:00,,,,
2026-02-02 15:00:00,,,,
2026-02-02 16:00:00,,,,
2026-02-02 17:00:00,,,,
2026-02-02 18:00:00,,,,
2026-02-02 19:00:00,,,,
2026-02-02 20:00:00,,,,
2026-02-02 21:00:00,,,,
2026-02-02 22:00:00,,,,
2026-02-02 23:00:00,,,,
2026-02-03 00:00:00,,,,
2026-02-03 01:00:00,,,,
2026-02-03 02:00:00,,,,
2026-02-03 03:00:00,,,,
2026-02-03 04:00:00,,,,
2026-02-03 05:00:00,,,,
2026-02-03 06:00:00,,,,
2026-02-03 07:00:00,,,,
2026-02-03 08:00:00,,,,
2026-02-03 09:00:00,,,,
2026-02-03 10:00:00,,,,
2026-02-03 11:00:00,,,,
2026-02-03 12:00:00,,,,
2026-02-03 13:00:00,,,,
2026-02-03 14:00:00,,,,
2026-02-03 15:00:00,,,,
2026-02-03 16:00:00,,,,
2026-02-03 17:00:00,,,,
2026-02-03 18:00:00,,,,
2026-02-03 19:00:00,,,,
2026-02-03 20:00:00,,,,
2026-02-03 21:00:00,,,,
2026-02-03 22:00:00,,,,
2026-02-03 23:00:00,,,,
2026-02-04 00:00:00,,,,
2026-02-04 01:00:00,,,,
2026-02-04 02:00:00,,,,
2026-02-04 03:00:00,,,,
2026-02-04 04:00:00,,,,
2026-02-04 05:00:00,,,,
2026-02-04 06:00:00,,,,
2026-02-04 07:00:00,,,,
2026-02-04 08:00:00,,,,
2026-02-04 09:00:00,,,,
2026-02-04 10:00:00,,,,
2026-02-04 11:00:00,,,,
2026-02-04 12:00:00,,,,
2026-02-04 13:00:00,,,,
2026-02-04 14:00:00,,,,
2026-02-04 15:00:00,,,,
2026-02-04 16:00:00,,,,
2026-02-04 17:00:00,,,,
2026-02-04 18:00:00,,,,
2026-02-04 19:00:00,,,,
2026-02-04 20:00:00,,,,
2026-02-04 21:00:00,,,,
2026-02-04 22:00:00,,,,
2026-02-04 23:00:00,,,,
2026-02-05 00:00:00,,,,
2026-02-05 01:00:00,,,,
2026-02-05 02:00:00,,,,
2026-02-05 03:00:00,,,,
2026-02-05 04:00:00,,,,
2026-02-05 05:00:00,,,,
2026-02-05 06:00:00,,,,
2026-02-05 07:00:00,,,,
2026-02-05 08:00:00,,,,
2026-02-05 09:00:00,,,,
2026-02-05 10:00:00,,,,
2026-02-05 11:00:00,,,,
2026-02-05 12:00:00,,,,
2026-02-05 13:00:00,,,,
2026-02-05 14:00:00,,,,
2026-02-05 15:00:00,,,,
2026-02-05 16:00:00,,,,
2026-02-05 17:00:00,,,,
2026-02-05 18:00:00,,,,
2026-02-05 19:00:00,,,,
2026-02-05 20:00:00,,,,
2026-02-05 21:00:00,,,,
2026-02-05 22:00:00,,,,
2026-02-05 23:00:00,,,,
